,Finca,Vaca,Raza,Lact,Par,E_par,Ser_concep,IEP,Gestac,D_seca,Dias_ab,IEP_esp,Part_desc,an_Par
2679,446,453.0,H8,4,2021-11-24,69,2.0,390.0,282.0,54.0,197.0,479.0,,2021
2680,446,453.0,H8,5,2023-03-18,85,1.0,479.0,282.0,51.0,104.0,,150.0,2023
2681,446,454.01,H8,3,2020-07-26,53,1.0,371.0,273.0,41.0,145.0,415.0,,2020
2682,446,454.01,H8,4,2021-09-14,66,1.0,415.0,270.0,77.0,102.0,385.0,,2021
2683,446,454.01,H8,5,2022-10-04,79,,385.0,283.0,127.0,,,39.0,2022
2684,446,458.0,H8,2,2020-02-06,46,3.0,354.0,279.0,53.0,154.0,327.0,,2020
2685,446,458.0,H8,3,2020-12-29,56,4.0,327.0,173.0,,106.0,,128.0,2020
2686,446,459.0,H8,2,2020-03-29,47,1.0,381.0,283.0,47.0,74.0,355.0,,2020
2687,446,459.0,H8,3,2021-03-19,58,1.0,355.0,281.0,53.0,112.0,402.0,,2021
2688,446,459.0,H8,4,2022-04-25,72,3.0,402.0,290.0,66.0,130.0,,338.0,2022
2689,446,460.0,H8,2,2020-01-10,43,2.0,422.0,281.0,60.0,149.0,424.0,,2020
2690,446,460.0,H8,3,2021-03-09,57,5.0,424.0,275.0,48.0,232.0,517.0,,2021
2691,446,460.0,H8,4,2022-08-08,74,,517.0,285.0,116.0,,,24.0,2022
2692,446,465.0,H8,3,2020-04-25,46,1.0,314.0,162.0,,21.0,,129.0,2020
2693,446,468.0,H8,2,2020-02-20,43,,494.0,204.0,21.0,,,42.0,2020
2694,446,469.01,H8,2,2020-01-28,41,1.0,351.0,278.0,53.0,72.0,242.0,,2020
2695,446,469.01,H8,3,2020-09-26,49,1.0,242.0,170.0,,15.0,,142.0,2020
2696,446,470.0,H8,2,2020-03-20,42,1.0,371.0,278.0,50.0,88.0,368.0,,2020
2697,446,470.0,H8,3,2021-03-23,54,1.0,368.0,280.0,50.0,101.0,380.0,,2021
2698,446,470.0,H8,4,2022-04-07,67,1.0,380.0,279.0,54.0,67.0,349.0,,2022
2699,446,470.0,H8,5,2023-03-22,78,1.0,349.0,282.0,55.0,99.0,378.0,,2023
2700,446,470.0,H8,6,2024-04-03,90,,378.0,279.0,51.0,,,50.0,2024
2701,446,471.0,H8,2,2020-03-08,41,1.0,400.0,276.0,53.0,85.0,359.0,,2020
2702,446,471.0,H8,3,2021-03-02,53,1.0,359.0,274.0,48.0,97.0,378.0,,2021
2703,446,471.0,H8,4,2022-03-15,66,1.0,378.0,281.0,55.0,49.0,325.0,,2022
2704,446,471.0,H8,5,2023-02-03,76,,325.0,276.0,57.0,,,469.0,2023
2705,446,477.0,H8,2,2020-05-01,41,1.0,405.0,282.0,49.0,62.0,341.0,,2020
2706,446,477.0,H8,3,2021-04-07,53,1.0,341.0,279.0,46.0,58.0,,142.0,2021
2707,446,478.0,H8,2,2020-04-11,40,1.0,431.0,280.0,43.0,76.0,356.0,,2020
2708,446,478.0,H8,3,2021-04-02,52,2.0,356.0,280.0,60.0,129.0,409.0,,2021
2709,446,478.0,H8,4,2022-05-16,65,1.0,409.0,280.0,61.0,73.0,353.0,,2022
2710,446,478.0,H8,5,2023-05-04,77,,353.0,280.0,56.0,,,74.0,2023
2711,446,481.0,H8,2,2021-05-12,52,3.0,546.0,283.0,83.0,335.0,,343.0,2021
2712,446,483.0,H8,2,2020-05-13,40,1.0,347.0,284.0,54.0,102.0,381.0,,2020
2713,446,483.0,H8,3,2021-05-29,52,1.0,381.0,279.0,57.0,152.0,432.0,,2021
2714,446,483.0,H8,4,2022-08-04,67,,432.0,280.0,56.0,,,4.0,2022
2715,446,490.0,H8,2,2020-08-26,42,1.0,383.0,277.0,42.0,155.0,437.0,,2020
2716,446,490.0,H8,3,2021-11-06,56,,437.0,282.0,57.0,,,110.0,2021
2717,446,493.0,H8,2,2020-05-08,38,4.0,355.0,270.0,42.0,217.0,496.0,,2020
2718,446,493.0,H8,3,2021-09-16,54,2.0,496.0,279.0,63.0,289.0,568.0,,2021
2719,446,493.0,H8,4,2023-04-07,73,,568.0,279.0,157.0,,,40.0,2023
2720,446,494.0,H8,2,2020-04-28,37,1.0,297.0,157.0,,88.0,,176.0,2020
2721,446,495.0,H8,2,2020-12-31,45,1.0,537.0,278.0,64.0,86.0,366.0,,2020
2722,446,495.0,H8,3,2022-01-01,57,,366.0,280.0,52.0,,,51.0,2022
2723,446,496.0,H8,2,2020-12-16,44,5.0,470.0,280.0,49.0,280.0,564.0,,2020
2724,446,496.0,H8,3,2022-07-03,63,2.0,564.0,284.0,127.0,136.0,427.0,,2022
2725,446,496.0,H8,4,2023-09-03,77,,427.0,291.0,60.0,,,439.0,2023
2726,446,498.0,H8,2,2020-10-29,42,1.0,464.0,280.0,42.0,62.0,218.0,,2020
2727,446,498.0,H8,3,2021-06-04,49,1.0,218.0,156.0,,54.0,332.0,,2021
2728,446,498.0,H8,4,2022-05-02,60,1.0,332.0,278.0,59.0,58.0,345.0,,2022
2729,446,498.0,H8,5,2023-04-12,71,1.0,345.0,287.0,62.0,78.0,362.0,,2023
2730,446,498.0,H8,6,2024-04-08,83,1.0,362.0,284.0,56.0,63.0,346.0,,2024
2731,446,498.0,H8,7,2025-03-20,94,,346.0,283.0,62.0,,,,2025
2732,446,503.0,H8,2,2020-07-28,38,2.0,332.0,279.0,49.0,101.0,335.0,,2020
2733,446,503.0,H8,3,2021-06-28,49,3.0,335.0,234.0,11.0,125.0,402.0,,2021
2734,446,503.0,H8,4,2022-08-04,62,1.0,402.0,277.0,127.0,92.0,374.0,,2022
2735,446,503.0,H8,5,2023-08-13,74,1.0,374.0,282.0,52.0,56.0,,130.0,2023
2736,446,504.0,H8,2,2020-11-10,41,4.0,397.0,279.0,54.0,246.0,532.0,,2020
2737,446,504.0,H8,3,2022-04-26,58,1.0,532.0,286.0,165.0,96.0,383.0,,2022
2738,446,504.0,H8,4,2023-05-14,71,2.0,383.0,287.0,66.0,244.0,526.0,,2023
2739,446,504.0,H8,5,2024-10-21,88,1.0,526.0,282.0,164.0,175.0,,,2024
2740,446,505.0,H8,2,2020-08-10,37,1.0,279.0,157.0,,38.0,312.0,,2020
2741,446,505.0,H8,3,2021-06-18,48,4.0,312.0,274.0,120.0,301.0,,306.0,2021
2742,446,506.0,H8,2,2020-08-12,36,1.0,344.0,276.0,46.0,112.0,388.0,,2020
2743,446,506.0,H8,3,2021-09-04,49,2.0,388.0,276.0,51.0,97.0,376.0,,2021
2744,446,506.0,H8,4,2022-09-15,61,1.0,376.0,279.0,63.0,56.0,343.0,,2022
2745,446,506.0,H8,5,2023-08-24,73,2.0,343.0,287.0,59.0,91.0,376.0,,2023
2746,446,506.0,H8,6,2024-09-03,85,1.0,376.0,285.0,60.0,59.0,,,2024
2747,446,508.0,H8,2,2020-11-07,39,3.0,377.0,283.0,59.0,193.0,479.0,,2020
2748,446,508.0,H8,3,2022-03-01,55,1.0,479.0,286.0,56.0,71.0,349.0,,2022
2749,446,508.0,H8,4,2023-02-13,66,1.0,349.0,278.0,51.0,104.0,383.0,,2023
2750,446,508.0,H8,5,2024-03-02,79,3.0,383.0,279.0,51.0,218.0,,,2024
2751,446,509.0,H8,2,2020-11-24,39,1.0,369.0,276.0,46.0,101.0,380.0,,2020
2752,446,509.0,H8,3,2021-12-09,52,2.0,380.0,,48.0,153.0,427.0,,2021
2753,446,509.0,H8,4,2023-02-09,66,,427.0,274.0,57.0,,,60.0,2023
2754,446,511.0,H8,2,2020-12-08,40,1.0,382.0,276.0,52.0,66.0,349.0,,2020
2755,446,511.0,H8,3,2021-11-22,51,2.0,349.0,283.0,52.0,235.0,515.0,,2021
2756,446,511.0,H8,4,2023-04-21,68,3.0,515.0,280.0,79.0,287.0,,307.0,2023
2757,446,512.0,H8,1,2020-01-17,28,,,280.0,,,,623.0,2020
2758,446,514.0,H8,2,2021-04-08,42,,529.0,179.0,47.0,,,1.0,2021
2759,446,520.0,H8,2,2021-06-23,43,1.0,583.0,274.0,54.0,79.0,357.0,,2021
2760,446,520.0,H8,3,2022-06-15,55,1.0,357.0,278.0,62.0,115.0,,149.0,2022
2761,446,525.0,H8,1,2020-02-16,26,1.0,,274.0,,90.0,366.0,,2020
2762,446,525.0,H8,2,2021-02-16,38,1.0,366.0,276.0,58.0,63.0,347.0,,2021
2763,446,525.0,H8,3,2022-01-29,50,,347.0,284.0,60.0,,,276.0,2022
2764,446,527.0,H8,2,2020-11-28,34,4.0,347.0,275.0,39.0,314.0,593.0,,2020
2765,446,527.0,H8,3,2022-07-14,54,1.0,593.0,,91.0,103.0,382.0,,2022
2766,446,527.0,H8,4,2023-07-31,66,1.0,382.0,279.0,52.0,54.0,335.0,,2023
2767,446,527.0,H8,5,2024-06-30,77,,335.0,281.0,57.0,,,58.0,2024
2768,446,529.0,H8,1,2020-03-07,26,2.0,,275.0,,124.0,397.0,,2020
2769,446,529.0,H8,2,2021-04-08,39,1.0,397.0,273.0,49.0,89.0,369.0,,2021
2770,446,529.0,H8,3,2022-04-12,51,4.0,369.0,280.0,59.0,318.0,603.0,,2022
2771,446,529.0,H8,4,2023-12-06,71,,603.0,285.0,102.0,,,152.0,2023
2772,446,530.0,H8,1,2020-02-20,25,1.0,,274.0,,71.0,343.0,,2020
2773,446,530.0,H8,2,2021-01-28,36,1.0,343.0,272.0,54.0,131.0,402.0,,2021
2774,446,530.0,H8,3,2022-03-06,49,3.0,402.0,271.0,46.0,208.0,483.0,,2022
2775,446,530.0,H8,4,2023-07-02,65,1.0,483.0,275.0,74.0,55.0,335.0,,2023
2776,446,530.0,H8,5,2024-06-01,76,1.0,335.0,280.0,54.0,58.0,333.0,,2024
2777,446,530.0,H8,6,2025-04-30,87,,333.0,275.0,55.0,,,,2025
2778,446,533.0,H7G1,1,2020-04-09,26,1.0,,274.0,,64.0,342.0,,2020
2779,446,533.0,H7G1,2,2021-03-17,37,4.0,342.0,278.0,51.0,266.0,541.0,,2021
2780,446,533.0,H7G1,3,2022-09-09,55,1.0,541.0,275.0,119.0,73.0,348.0,,2022
2781,446,533.0,H7G1,4,2023-08-23,66,2.0,348.0,275.0,73.0,289.0,569.0,,2023
2782,446,533.0,H7G1,5,2025-03-14,85,,569.0,280.0,114.0,,,,2025
2783,446,537.0,H8,1,2020-04-06,25,1.0,,277.0,,62.0,333.0,,2020
2784,446,537.0,H8,2,2021-03-05,36,5.0,333.0,271.0,39.0,258.0,538.0,,2021
2785,446,537.0,H8,3,2022-08-25,53,1.0,538.0,280.0,148.0,91.0,373.0,,2022
2786,446,537.0,H8,4,2023-09-02,66,1.0,373.0,282.0,57.0,91.0,373.0,,2023
2787,446,537.0,H8,5,2024-09-09,78,,373.0,282.0,58.0,,,29.0,2024
2788,446,538.0,H8,1,2020-04-22,25,2.0,,279.0,,147.0,421.0,,2020
2789,446,538.0,H8,2,2021-06-17,39,,421.0,274.0,48.0,,,307.0,2021
2790,446,539.0,H8,1,2020-05-06,25,1.0,,271.0,,63.0,342.0,,2020
2791,446,539.0,H8,2,2021-04-13,37,2.0,342.0,279.0,54.0,127.0,408.0,,2021
2792,446,539.0,H8,3,2022-05-26,50,2.0,408.0,281.0,71.0,118.0,398.0,,2022
2793,446,539.0,H8,4,2023-06-28,63,1.0,398.0,280.0,70.0,78.0,362.0,,2023
2794,446,539.0,H8,5,2024-06-24,75,3.0,362.0,284.0,63.0,165.0,,,2024
2795,446,543.0,H8,1,2020-07-05,26,3.0,,271.0,,145.0,426.0,,2020
2796,446,543.0,H8,2,2021-09-04,40,2.0,426.0,281.0,67.0,109.0,386.0,,2021
2797,446,543.0,H8,3,2022-09-25,53,1.0,386.0,277.0,73.0,65.0,334.0,,2022
2798,446,543.0,H8,4,2023-08-25,64,1.0,334.0,269.0,49.0,115.0,391.0,,2023
2799,446,543.0,H8,5,2024-09-19,77,2.0,391.0,276.0,104.0,71.0,,,2024
2800,446,545.0,H8,1,2020-05-19,25,2.0,,272.0,,101.0,377.0,,2020
2801,446,545.0,H8,2,2021-05-31,37,1.0,377.0,276.0,56.0,55.0,334.0,,2021
2802,446,545.0,H8,3,2022-04-30,48,1.0,334.0,279.0,57.0,91.0,369.0,,2022
2803,446,545.0,H8,4,2023-05-04,60,2.0,369.0,278.0,56.0,181.0,462.0,,2023
2804,446,545.0,H8,5,2024-08-08,75,,462.0,281.0,56.0,,,28.0,2024
2805,446,546.0,H8,1,2020-05-29,24,1.0,,273.0,,96.0,372.0,,2020
2806,446,546.0,H8,2,2021-06-05,37,2.0,372.0,276.0,80.0,188.0,472.0,,2021
2807,446,546.0,H8,3,2022-09-20,52,3.0,472.0,284.0,130.0,221.0,504.0,,2022
2808,446,546.0,H8,4,2024-02-06,69,2.0,504.0,283.0,164.0,78.0,,160.0,2024
2809,446,548.0,H8,1,2020-08-23,26,2.0,,279.0,,176.0,454.0,,2020
2810,446,548.0,H8,2,2021-11-20,41,,454.0,278.0,50.0,,,315.0,2021
2811,446,549.0,H8,1,2020-08-10,26,4.0,,279.0,,373.0,650.0,,2020
2812,446,549.0,H8,2,2022-05-22,47,3.0,650.0,277.0,53.0,235.0,518.0,,2022
2813,446,549.0,H8,3,2023-10-22,64,,518.0,283.0,76.0,,,446.0,2023
2814,446,550.0,H8,1,2020-09-01,26,1.0,,285.0,,149.0,425.0,,2020
2815,446,550.0,H8,2,2021-10-31,40,1.0,425.0,276.0,51.0,102.0,,116.0,2021
2816,446,552.0,H8,1,2020-08-21,25,4.0,,273.0,,248.0,530.0,,2020
2817,446,552.0,H8,2,2022-02-02,43,3.0,530.0,282.0,57.0,209.0,486.0,,2022
2818,446,552.0,H8,3,2023-06-03,59,1.0,486.0,277.0,79.0,61.0,337.0,,2023
2819,446,552.0,H8,4,2024-05-05,70,5.0,337.0,276.0,54.0,250.0,,257.0,2024
2820,446,553.0,H8,1,2020-11-14,28,1.0,,271.0,,72.0,341.0,,2020
2821,446,553.0,H8,2,2021-10-21,39,2.0,341.0,269.0,48.0,90.0,370.0,,2021
2822,446,553.0,H8,3,2022-10-26,51,1.0,370.0,280.0,70.0,47.0,,322.0,2022
2823,446,554.0,H8,1,2020-10-04,26,1.0,,275.0,,116.0,394.0,,2020
2824,446,554.0,H8,2,2021-11-02,39,,394.0,278.0,53.0,,,246.0,2021
2825,446,557.0,H8,1,2020-08-23,24,1.0,,270.0,,61.0,,184.0,2020
2826,446,558.0,H8,1,2020-09-28,25,1.0,,271.0,,100.0,374.0,,2020
2827,446,558.0,H8,2,2021-10-07,38,4.0,374.0,274.0,62.0,338.0,609.0,,2021
2828,446,558.0,H8,3,2023-06-08,58,1.0,609.0,271.0,147.0,57.0,333.0,,2023
2829,446,558.0,H8,4,2024-05-06,69,2.0,333.0,276.0,55.0,98.0,365.0,,2024
2830,446,558.0,H8,5,2025-05-06,81,,365.0,267.0,43.0,,,,2025
2831,446,559.0,H8,1,2020-10-29,26,1.0,,283.0,,102.0,378.0,,2020
2832,446,559.0,H8,2,2021-11-11,39,1.0,378.0,276.0,54.0,84.0,358.0,,2021
2833,446,559.0,H8,3,2022-11-04,50,5.0,358.0,274.0,65.0,285.0,564.0,,2022
2834,446,559.0,H8,4,2024-05-21,69,,564.0,279.0,110.0,,,,2024
2835,446,560.0,H8,1,2020-10-08,25,3.0,,275.0,,131.0,411.0,,2020
2836,446,560.0,H8,2,2021-11-23,39,3.0,411.0,280.0,53.0,199.0,472.0,,2021
2837,446,560.0,H8,3,2023-03-10,54,2.0,472.0,273.0,57.0,124.0,408.0,,2023
2838,446,560.0,H8,4,2024-04-21,68,3.0,408.0,284.0,58.0,201.0,,,2024
2839,446,562.0,H8,1,2020-11-14,24,1.0,,276.0,,81.0,358.0,,2020
2840,446,562.0,H8,2,2021-11-07,36,1.0,358.0,277.0,50.0,54.0,332.0,,2021
2841,446,562.0,H8,3,2022-10-05,47,1.0,332.0,278.0,145.0,102.0,,273.0,2022
2842,446,565.0,H8,1,2021-04-17,28,1.0,,274.0,,77.0,351.0,,2021
2843,446,565.0,H8,2,2022-04-03,39,5.0,351.0,274.0,50.0,311.0,592.0,,2022
2844,446,565.0,H8,3,2023-11-16,59,2.0,592.0,281.0,94.0,239.0,499.0,,2023
2845,446,565.0,H8,4,2025-03-29,75,,499.0,260.0,40.0,,,,2025
2846,446,566.0,H8,1,2021-01-30,25,1.0,,281.0,,64.0,341.0,,2021
2847,446,566.0,H8,2,2022-01-06,36,1.0,341.0,277.0,55.0,91.0,370.0,,2022
2848,446,566.0,H8,3,2023-01-11,48,2.0,370.0,279.0,71.0,213.0,493.0,,2023
2849,446,566.0,H8,4,2024-05-18,65,3.0,493.0,280.0,107.0,142.0,,,2024
2850,446,567.0,H8,1,2021-03-10,26,1.0,,273.0,,97.0,379.0,,2021
2851,446,567.0,H8,2,2022-03-24,38,1.0,379.0,282.0,56.0,67.0,350.0,,2022
2852,446,567.0,H8,3,2023-03-09,50,1.0,350.0,283.0,56.0,129.0,411.0,,2023
2853,446,567.0,H8,4,2024-04-23,63,1.0,411.0,282.0,55.0,74.0,,79.0,2024
2854,446,569.0,H8,1,2021-04-07,27,1.0,,273.0,,86.0,,87.0,2021
2855,446,570.0,H8,1,2021-03-02,25,2.0,,276.0,,129.0,400.0,,2021
2856,446,570.0,H8,2,2022-04-06,38,3.0,400.0,271.0,47.0,243.0,524.0,,2022
2857,446,570.0,H8,3,2023-09-12,56,1.0,524.0,281.0,180.0,74.0,350.0,,2023
2858,446,570.0,H8,4,2024-08-27,67,2.0,350.0,276.0,53.0,75.0,,,2024
2859,446,573.0,H8,1,2021-02-08,24,1.0,,270.0,,96.0,372.0,,2021
2860,446,573.0,H8,2,2022-02-15,36,1.0,372.0,276.0,57.0,77.0,352.0,,2022
2861,446,573.0,H8,3,2023-02-02,48,2.0,352.0,275.0,56.0,111.0,389.0,,2023
2862,446,573.0,H8,4,2024-02-26,61,5.0,389.0,278.0,67.0,343.0,,403.0,2024
2863,446,574.0,H8,1,2021-03-14,25,4.0,,270.0,,271.0,556.0,,2021
2864,446,574.0,H8,2,2022-09-21,43,5.0,556.0,285.0,69.0,405.0,691.0,,2022
2865,446,574.0,H8,3,2024-08-12,66,1.0,691.0,286.0,227.0,70.0,,87.0,2024
2866,446,575.0,H8,1,2021-08-08,30,1.0,,282.0,,76.0,359.0,,2021
2867,446,575.0,H8,2,2022-08-02,42,1.0,359.0,283.0,59.0,112.0,393.0,,2022
2868,446,575.0,H8,3,2023-08-30,54,2.0,393.0,281.0,97.0,156.0,435.0,,2023
2869,446,575.0,H8,4,2024-11-07,69,,435.0,279.0,59.0,,,,2024
2870,446,578.0,H8,1,2021-04-05,25,1.0,,273.0,,52.0,330.0,,2021
2871,446,578.0,H8,2,2022-03-01,36,1.0,330.0,278.0,53.0,107.0,389.0,,2022
2872,446,578.0,H8,3,2023-03-25,48,2.0,389.0,282.0,58.0,189.0,468.0,,2023
2873,446,578.0,H8,4,2024-07-05,64,1.0,468.0,279.0,56.0,56.0,337.0,,2024
2874,446,578.0,H8,5,2025-06-07,75,,337.0,281.0,60.0,,,,2025
2875,446,579.0,H8,1,2021-03-29,24,1.0,,268.0,,84.0,358.0,,2021
2876,446,579.0,H8,2,2022-03-22,36,1.0,358.0,274.0,54.0,134.0,411.0,,2022
2877,446,579.0,H8,3,2023-05-07,50,1.0,411.0,277.0,68.0,98.0,378.0,,2023
2878,446,579.0,H8,4,2024-05-19,62,1.0,378.0,280.0,57.0,62.0,339.0,,2024
2879,446,579.0,H8,5,2025-04-23,73,,339.0,277.0,53.0,,,,2025
2880,446,580.0,H8,1,2021-05-13,26,3.0,,279.0,,138.0,424.0,,2021
2881,446,580.0,H8,2,2022-07-11,40,2.0,424.0,286.0,73.0,87.0,366.0,,2022
2882,446,580.0,H8,3,2023-07-12,52,2.0,366.0,279.0,56.0,118.0,401.0,,2023
2883,446,580.0,H8,4,2024-08-16,65,2.0,401.0,283.0,66.0,91.0,,129.0,2024
2884,446,584.0,H8,1,2021-06-26,26,1.0,,278.0,,69.0,348.0,,2021
2885,446,584.0,H8,2,2022-06-09,38,1.0,348.0,279.0,55.0,137.0,422.0,,2022
2886,446,584.0,H8,3,2023-08-05,51,1.0,422.0,285.0,99.0,90.0,371.0,,2023
2887,446,584.0,H8,4,2024-08-10,64,1.0,371.0,281.0,60.0,66.0,,,2024
2888,446,588.0,H8,1,2022-02-21,33,2.0,,275.0,,98.0,370.0,,2022
2889,446,588.0,H8,2,2023-02-26,45,1.0,370.0,272.0,117.0,92.0,371.0,,2023
2890,446,588.0,H8,3,2024-03-03,58,2.0,371.0,279.0,164.0,144.0,419.0,,2024
2891,446,588.0,H8,4,2025-04-26,71,,419.0,275.0,56.0,,,,2025
2892,446,589.0,H8,1,2021-04-11,23,1.0,,198.0,,54.0,327.0,,2021
2893,446,589.0,H8,2,2022-03-04,33,1.0,327.0,273.0,49.0,91.0,371.0,,2022
2894,446,589.0,H8,3,2023-03-10,45,3.0,371.0,280.0,86.0,203.0,,235.0,2023
2895,446,593.0,H8,1,2021-10-28,27,7.0,,281.0,,414.0,694.0,,2021
2896,446,593.0,H8,2,2023-09-22,50,1.0,694.0,280.0,178.0,57.0,339.0,,2023
2897,446,593.0,H8,3,2024-08-26,61,,339.0,282.0,56.0,,,119.0,2024
2898,446,595.0,H8,1,2021-08-31,25,1.0,,274.0,,66.0,346.0,,2021
2899,446,595.0,H8,2,2022-08-12,36,1.0,346.0,280.0,57.0,78.0,357.0,,2022
2900,446,595.0,H8,3,2023-08-04,48,5.0,357.0,279.0,50.0,205.0,489.0,,2023
2901,446,595.0,H8,4,2024-12-05,64,,489.0,284.0,65.0,,,,2024
2902,446,596.0,H8,1,2021-09-16,25,3.0,,276.0,,139.0,416.0,,2021
2903,446,596.0,H8,2,2022-11-06,39,4.0,416.0,277.0,67.0,166.0,453.0,,2022
2904,446,596.0,H8,3,2024-02-02,54,2.0,453.0,287.0,122.0,140.0,,181.0,2024
2905,446,597.0,H8,1,2022-03-09,30,2.0,,283.0,,246.0,525.0,,2022
2906,446,597.0,H8,2,2023-08-16,48,1.0,525.0,279.0,51.0,110.0,386.0,,2023
2907,446,597.0,H8,3,2024-09-05,60,2.0,386.0,276.0,52.0,155.0,,235.0,2024
2908,446,600.0,H8,1,2021-12-13,26,1.0,,272.0,,129.0,400.0,,2021
2909,446,600.0,H8,2,2023-01-17,39,1.0,400.0,271.0,77.0,70.0,348.0,,2023
2910,446,600.0,H8,3,2023-12-31,50,6.0,348.0,278.0,58.0,265.0,541.0,,2023
2911,446,600.0,H8,4,2025-06-24,68,,541.0,276.0,56.0,,,,2025
2912,446,602.0,H8,1,2022-01-11,26,1.0,,281.0,,87.0,359.0,,2022
2913,446,602.0,H8,2,2023-01-05,38,1.0,359.0,272.0,50.0,75.0,342.0,,2023
2914,446,602.0,H8,3,2023-12-13,49,1.0,342.0,267.0,46.0,74.0,348.0,,2023
2915,446,602.0,H8,4,2024-11-25,60,1.0,348.0,274.0,75.0,84.0,,,2024
2916,446,603.0,H8,1,2022-02-24,26,2.0,,282.0,,176.0,456.0,,2022
2917,446,603.0,H8,2,2023-05-26,41,2.0,456.0,280.0,87.0,190.0,470.0,,2023
2918,446,603.0,H8,3,2024-09-07,57,1.0,470.0,280.0,56.0,153.0,,,2024
2919,446,606.0,H8,1,2022-04-18,26,1.0,,269.0,,112.0,389.0,,2022
2920,446,606.0,H8,2,2023-05-12,38,2.0,389.0,277.0,58.0,104.0,378.0,,2023
2921,446,606.0,H8,3,2024-05-24,51,1.0,378.0,274.0,70.0,105.0,379.0,,2024
2922,446,606.0,H8,4,2025-06-07,63,,379.0,274.0,53.0,,,,2025
2923,446,607.0,H8,1,2022-03-13,24,2.0,,273.0,,90.0,363.0,,2022
2924,446,607.0,H8,2,2023-03-11,36,1.0,363.0,273.0,44.0,103.0,378.0,,2023
2925,446,607.0,H8,3,2024-03-23,49,4.0,378.0,275.0,47.0,210.0,,,2024
2926,446,608.0,H8,1,2022-02-15,23,1.0,,266.0,,73.0,342.0,,2022
2927,446,608.0,H8,2,2023-01-23,35,1.0,342.0,269.0,46.0,80.0,361.0,,2023
2928,446,608.0,H8,3,2024-01-19,46,4.0,361.0,281.0,60.0,196.0,470.0,,2024
2929,446,608.0,H8,4,2025-05-03,62,,470.0,274.0,54.0,,,,2025
2930,446,609.0,H8,1,2022-03-24,24,1.0,,254.0,,44.0,319.0,,2022
2931,446,609.0,H8,2,2023-02-06,35,1.0,319.0,275.0,54.0,61.0,,215.0,2023
2932,446,610.0,H8,1,2022-06-04,27,1.0,,274.0,,60.0,332.0,,2022
2933,446,610.0,H8,2,2023-05-02,37,2.0,332.0,272.0,63.0,115.0,340.0,,2023
2934,446,610.0,H8,3,2024-04-06,49,,340.0,225.0,,,,59.0,2024
2935,446,611.0,H8,1,2022-04-01,24,2.0,,271.0,,140.0,413.0,,2022
2936,446,611.0,H8,2,2023-05-19,37,1.0,413.0,273.0,65.0,70.0,340.0,,2023
2937,446,611.0,H8,3,2024-04-23,49,1.0,340.0,270.0,49.0,97.0,380.0,,2024
2938,446,611.0,H8,4,2025-05-08,61,,380.0,283.0,63.0,,,,2025
2939,446,612.0,H8,1,2022-06-20,26,3.0,,276.0,,162.0,440.0,,2022
2940,446,612.0,H8,2,2023-09-03,41,,440.0,278.0,58.0,,,48.0,2023
2941,446,613.0,H8,1,2022-06-20,26,1.0,,279.0,,125.0,401.0,,2022
2942,446,613.0,H8,2,2023-07-26,40,1.0,401.0,276.0,62.0,80.0,360.0,,2023
2943,446,613.0,H8,3,2024-07-20,51,2.0,360.0,280.0,57.0,92.0,,,2024
2944,446,614.0,H8,1,2022-04-22,24,,,277.0,,,,50.0,2022
2945,446,615.0,H7G1,1,2022-06-23,26,3.0,,282.0,,136.0,401.0,,2022
2946,446,615.0,H7G1,2,2023-07-29,39,2.0,401.0,265.0,37.0,120.0,406.0,,2023
2947,446,615.0,H7G1,3,2024-09-07,53,1.0,406.0,286.0,70.0,112.0,,,2024
2948,446,616.0,H8,1,2022-09-13,26,1.0,,269.0,,51.0,326.0,,2022
2949,446,616.0,H8,2,2023-08-05,37,1.0,326.0,275.0,44.0,79.0,353.0,,2023
2950,446,616.0,H8,3,2024-07-23,49,1.0,353.0,274.0,50.0,89.0,,,2024
2951,446,617.0,H8,1,2022-07-24,24,1.0,,280.0,,96.0,380.0,,2022
2952,446,617.0,H8,2,2023-08-08,37,1.0,380.0,284.0,57.0,54.0,336.0,,2023
2953,446,617.0,H8,3,2024-07-09,48,1.0,336.0,282.0,57.0,109.0,,,2024
2954,446,619.0,H8,1,2022-09-11,25,4.0,,274.0,,181.0,456.0,,2022
2955,446,619.0,H8,2,2023-12-11,40,1.0,456.0,275.0,93.0,103.0,384.0,,2023
2956,446,619.0,H8,3,2024-12-29,53,,384.0,281.0,64.0,,,,2024
2957,446,620.0,H8,1,2022-09-20,26,1.0,,277.0,,49.0,322.0,,2022
2958,446,620.0,H8,2,2023-08-08,36,1.0,322.0,273.0,57.0,53.0,334.0,,2023
2959,446,620.0,H8,3,2024-07-07,47,1.0,334.0,281.0,89.0,53.0,237.0,,2024
2960,446,620.0,H8,4,2025-03-01,55,1.0,237.0,184.0,,70.0,,,2025
2961,446,622.0,H8,1,2023-02-10,30,2.0,,279.0,,132.0,411.0,,2023
2962,446,622.0,H8,2,2024-03-27,43,,411.0,279.0,51.0,,,306.0,2024
2963,446,627.0,H8,1,2022-11-07,25,1.0,,272.0,,86.0,361.0,,2022
2964,446,627.0,H8,2,2023-11-03,37,5.0,361.0,275.0,81.0,183.0,463.0,,2023
2965,446,627.0,H8,3,2025-02-08,52,,463.0,280.0,105.0,,,,2025
